christiancrt/POVbird,university of hamburg.,https://ror.org/00g30e956
Agriad/devops-course,royal institute of technology,https://ror.org/026vcq606
aladics/DeepBugHunter,university of szeged,https://ror.org/01pnej532
hbechara/PythonProg,hertie school,https://ror.org/0473a4773
algoparc/GPU-MMS,university of hawai'i,https://ror.org/01wspgy28
TonyZTan/old-spice-voicemail,university of southern california,https://ror.org/03taz7m60
SamGalanakis/FlowCompare,utrecht university,https://ror.org/04pp8hn57
jjfye/Flappy-Bird,manchester metropolitan university,https://ror.org/02hstj355
nsusas3/SU19CSE299S17G04NSU,north south university,https://ror.org/05wdbfp45
ixlan/Deep-learning,university of amsterdam.,https://ror.org/04dkp9463
Moneman1/Portfolio.github.io,university of western carolina.,https://ror.org/010h78f45
Avelll/XXXXX,microsoft,https://ror.org/001dd4s60
WallaceHolanda/PythonCourseMichigan,university of michigan,https://ror.org/00jmfr291
anwarcsebd/machine-learning-courera,stanford university.,https://ror.org/00f54p054
sanaamironov/Data-603-Platforms-for-Big-Data-Processing,google,https://ror.org/00njsd438
JeremyLogics/HDL-Verilog-fall-2019,university of south alabama,https://ror.org/01s7b5y08
nobesio/easy-peasy-chatbot,university of buenos aires.,https://ror.org/0081fs513
LukePowell44/Final_Year_Project_Repo,university of lincoln.,https://ror.org/03yeq9x20
ronojoy/mathematical-biology,cambridge university,https://ror.org/013meh722
RhodesHvZ/node-hivemind,rhodes university,https://ror.org/016sewp10
AndrejOrsula/SSDK_rob569,aalborg university.,https://ror.org/04m5j1k67
TANGO-Project/energy-modeller-calibration-tool,university of leeds,https://ror.org/024mrxd33
bpikaar/halloletters,hogeschool rotterdam.,https://ror.org/0481e1q24
rajivnarayan/cmapM,broad institute.,https://ror.org/05a0ya142
mhd-medfa/BCR22,innopolis university,https://ror.org/02b7jh107
ericpko/raytracer,university of toronto,https://ror.org/03dbr7087
asutton/origin-google,kent state university,https://ror.org/049pfb863
cgiannoula/logical-ordering-concurrent-trees,national technical university of athens,https://ror.org/03cx6bg69
lbcb-edu/BSc-project-19-20,university of zagreb,https://ror.org/00mv6sv71
giglioq/Ocean-Buoy,lawrence university,https://ror.org/005w9jb47
robert-winkler/citation-analysis-google-scholar-R,google,https://ror.org/00njsd438
miami-acm/promo-materials,miami university,https://ror.org/05nbqxr67
azampunya25/azampunya25,delhi university,https://ror.org/04gzb2213
strumswell/sentiment-apple-events,apple,https://ror.org/01vpeym60
cksystemsteaching/CS4All,university of salzburg.,https://ror.org/05gs8cd61
pornoveo/justingolden21.github.io,san diego state university,https://ror.org/0264fdx42
hjtsao/OpenVirteX,korea university,https://ror.org/047dqcg40
Yatagani/Functional-Logic-Programming,bauman moscow state technical university,https://ror.org/00pb8h375
shiinamiyuki/Accurate-Large-Scale-Ferrofluids,university of toronto,https://ror.org/03dbr7087
ferragina/ApproxIndex2Hamming,university of pisa italy,https://ror.org/05xrcj819
jakeschurch/ArchwayCore,bryant university's,https://ror.org/01gk44f56
pcubillos/ApJtemplate,american astronomical society,https://ror.org/00b93bs30
PatWalters/practical_cheminformatics_tutorials,google,https://ror.org/00njsd438
Mikanwolfe/smes-site,swinburne,https://ror.org/031rekg67
TeamErrorByNight2020/teamerrorbynight2020.github.io,kennesaw state university.,https://ror.org/00jeqjx33
liffiton/256sim,illinois wesleyan university.,https://ror.org/021aqk126
darkshine0x/ChinaAirPollution,lucerne university of applied sciences and arts,https://ror.org/04nd0xd48
ammarinjtk/Multi-Label-Text-Classification,chulalongkorn university,https://ror.org/028wp3y58
pixelyunicorn/cis-2168,temple university,https://ror.org/00kx1jb78
CIS192/homework,university of pennsylvania.,https://ror.org/00b30xv10
Alexanderariza/SAMS,university of california davis,https://ror.org/05rrcem69
Hacker-Kit/is-106,university of agder,https://ror.org/03x297z98
mccall-lab-OU/soils,university of oklahoma,https://ror.org/02aqsxs83
jokteur/hpx,louisiana state university,https://ror.org/05ect4e57
jonas-eberle/pyEOM,friedrich-schiller-university jena,https://ror.org/05qpz1x62
tuftsapigroup/the-api,tufts university,https://ror.org/05wvpxv85
JLS-bz/psych_academic_template,simon fraser university,https://ror.org/0213rcc28
magistraludi/D3-Visualization-Tutorial,harvard university,https://ror.org/03vek6s52
TheRealDougie1/MusicMakesYouRunFaster,cardiff university.,https://ror.org/03kk7td41
gary-lgy/nus-htd-cli,national university of singapore,https://ror.org/01tgyzw49
Ishanh2000/SCOVE_Node,indian institute of technology kanpur,https://ror.org/05pjsgx75
Green08/keywords-stas,maynooth university,https://ror.org/048nfjm95
DuyTungHa/Algorithms-and-Data-Structures,university of california san diego,https://ror.org/0168r3w48
DrvoiDcy7/Meanshift-Target-Tracking,tongji university,https://ror.org/03rc6as71
kqpa93/AAL,warsaw university of technology,https://ror.org/00y0xnp53
C4rohan/auviewerwindows,carnegie mellon university,https://ror.org/05x2bcf33
rexarski/ggtown-ds,georgetown university.,https://ror.org/05vzafd60
cduongt/skyline-rabbitmq,masaryk memorial cancer institute.,https://ror.org/0270ceh40
rubenandrebarreiro/fct-nova-computer-science-engineering-documents,university of lisbon,https://ror.org/01c27hj86
uwl-python-ig/meetings,university of washington,https://ror.org/00cvxb145
smartjinyu/xmuBKXK_captcha,xiamen university,https://ror.org/00mcjh785
fmaussion/scipro_w01,university of innsbruck.,https://ror.org/054pv6659
ShelaevNikita/Software-Engineering-2021,peter the great st. petersburg polytechnic university:,https://ror.org/02x91aj62
li-boxuan/final-year-project,university of hong kong,https://ror.org/02zhqgq86
LambisElef/ece-auth-computer-architecture-lab,aristotle university of thessaloniki,https://ror.org/02j61yw88
guyfreund/LunarLander-v2_DeepRL,university of coimbra,https://ror.org/04z8k9a98
zwickel/mico,university of stuttgart,https://ror.org/04vnq7t77
Harry-Yep/iUoB,university of birmingham.,https://ror.org/03angcq70
andryxxx/allreduce,university of ghent.,https://ror.org/00cv9y106
legonigel/legonigel.github.io,christopher newport university**,https://ror.org/00m4rwq02
qwezarty/zju-news-alerts,zhejiang university,https://ror.org/00a2xv884
DataScienceLead/MacroeconomicsII,norwegian university of life sciences,https://ror.org/04a1mvv97
pickerxxr/beamer-fudan,fudan university.,https://ror.org/013q1eq08
adamallo/cellcoal,university of vigo,https://ror.org/05rdf8595
Rebekkae/uewp2022,university of copenhagen,https://ror.org/035b05819
JoshuaYu-crash/CCodeAnalyze,fuzhou university,https://ror.org/011xvna82
Gregor-Mendel-Institute/gwaR,biomart,https://ror.org/037afsz69
Eli-YiLi/PMM,tsinghua university,https://ror.org/03cve4549
SAlexandru/ForthYear,university of timisoara,https://ror.org/0583a0t97
Mikma03/Stats_methods_II,warsaw school of economics.,https://ror.org/032cph770
LatypovIR/itmo-training-courses,itmo university.,https://ror.org/04txgxn49
mboutell/Mobile,rose-hulman institute of technology,https://ror.org/00mp6e841
davidvhill/weld-tiling-reference,south dakota state university.,https://ror.org/015jmes13
souparnabose99/UCISpamFilterNLP,university of california irvine,https://ror.org/04gyf1771
KYLN24/KYLN24,fudan university.,https://ror.org/013q1eq08
chrfla/sec-filings-nlp,bi norwegian business school,https://ror.org/03ez40v33
ngyz96/BS4020,nanyang technological university.,https://ror.org/02e7b5302
aviadpriel/openu_c_asembler_proj,open university of israel,https://ror.org/027z64205
textcreationpartnership/K075625.000,university of oxford.,https://ror.org/052gg0110
columbia-ai-robotics/umpnet,columbia university,https://ror.org/00hj8s172
Team-95/videolocale,seattle pacific university,https://ror.org/02gzbg991
fyellin/pds-cspyce,seti institute,https://ror.org/02dxgk712
znalbert/alg_think_mod_2,rice university.,https://ror.org/008zs3103
kyrie-77/Learning,zhejiang university of science&technology,https://ror.org/05mx0wr29
superobertking/LSS,shanghaitech university,https://ror.org/030bhh786
roycezhou/DSCI_522_Group_34,university of british columbia.,https://ror.org/03rmrcq20
melliott7264/css-portfolio,university of richmond,https://ror.org/03y71xh61
kbrezinski/complexity,university of manitoba.,https://ror.org/02gfys938
rsdoiel/cl-js,caltech,https://ror.org/05dxps055
angelosps/Max-Sum,university of athens.,https://ror.org/04gnjpq42
nikunjlad/Workshops,northeastern university,https://ror.org/02ahky613
EducationConsultant/neighbours,university of novi sad.,https://ror.org/00xa57a59
HPCBio/eib-marker-design,university of illinois urbana-champaign.,https://ror.org/047426m28
cuiboyuan/Parental-Involvement-and-Academic-Performance,university of jordan.,https://ror.org/05k89ew48
RUAN0007/nusthesis,national university of singapore,https://ror.org/01tgyzw49
repat/MinimalMensaPlan,university of applied sciences,https://ror.org/05e5kd476
pmelchior/ml-for-the-sciences,princeton university.,https://ror.org/00hx57361
burnsrichard/akash-pong,west chester university,https://ror.org/0053n5071
auddya/mechanicalBidomainModel,oakland university,https://ror.org/01ythxj32
gdmgent-1718-wot/Stopmotion,artevelde university college ghent,https://ror.org/04ffw0491
NamaWho/University,università di pisa,https://ror.org/03ad39j10
hkm007/hkm007,iit bombay.,https://ror.org/02qyf5152
Code-Institute-Submissions/asdub-yellow-lemon-MP1,code institute,https://ror.org/01bxb2y87
Mitul-Joby/Semester-1-Python-Lab,pes university.,https://ror.org/05m169e78
vader1359/cuisinian,google,https://ror.org/00njsd438
SmallRoomLabs/tmp,university of iowa,https://ror.org/036jqmy94
ljmesi/LDSA,uppsala university,https://ror.org/048a87296
aato/ryewatch,ryerson university's,https://ror.org/05g13zd79
gramaziokohler/workshop_swinburne_2021,swinburne university of technology,https://ror.org/031rekg67
okhiroyuki/AERobot-library,creative commons,https://ror.org/02ed4cj64
jamesbungay/depth-camera,university of manchester.,https://ror.org/027m9bs27
allc/ecssweb1718,university of southampton,https://ror.org/01ryk1543
nazneentamboli/Distributed_File_System_on_AWS,seattle university,https://ror.org/02jqc0m91
conda-forge/garnett-feedstock,university of michigan ann arbor.,https://ror.org/00jmfr291
TedOiler/dissertation,university of edinburgh,https://ror.org/01nrxwf90
mrseidel/CEMC2016-GeniusHour,university of waterloo.,https://ror.org/01aff2v68
FObersteiner/imk-toolkit,karlsruhe institute of technology,https://ror.org/04t3en479
Nishnha/Title-IX-Call-for-Comments-Analysis,georgia state university.,https://ror.org/03qt6ba18
tylerw8/Mobile_Sonnets,university of washington,https://ror.org/00cvxb145
AndreWeiner/phd_notebooks,german reseach foundation,https://ror.org/018mejw64
ngngocsonan2610/coursera,stanford university,https://ror.org/00f54p054
pa-ling/AIForGames,university of applied sciences,https://ror.org/05e5kd476
kedoxey/AllenInstituteNeuroML,allen institute,https://ror.org/03cpe7c52
shubhamnag14/Pima-Indian-Diabete-Detection-Using-Tensorflow,national institute of diabetes and digestive and kidney diseases.the,https://ror.org/00adh9b73
nulib/omniauth-nusso,northwestern university,https://ror.org/000e0be47
vedangnaik/depp-utils,university of toronto,https://ror.org/03dbr7087
JustinBonus/Borja-Amies,university of washington.,https://ror.org/00cvxb145
rileyhales/tethys-analytics,google,https://ror.org/00njsd438
sbutler/safer-illinois-app,university of illinois.,https://ror.org/047426m28
andrewheiss/donors-ngo-restrictions,christopher newport university,https://ror.org/00m4rwq02
FLoppix/gb-emulator,tu berlin,https://ror.org/03v4gjf40
shaolinliu/DL-NLP-Readings,stanford university],https://ror.org/00f54p054
ureckon-web-team/Teaser-Ureckon,university of engineering and management. kolkata.,https://ror.org/02decng19
DorotaBurdach/set09103,edinburgh napier university.,https://ror.org/03zjvnn91
MichaelTan9999/NewCalculator,university of electronic science and technology of china*,https://ror.org/04qr3zq92
pmocz/coronavirusToySimulation,pinceton university,https://ror.org/00hx57361
DavidAOchoa/DavidAOchoa,the university of texas at dallas.,https://ror.org/049emcs32
imperialvalleycollege/site-mycashcard,imperial valley college.,https://ror.org/039kas258
JoshuaDriesman/the-committee,northeastern university.,https://ror.org/02ahky613
SmartEnergy/nodepos,university of bremen,https://ror.org/04ers2y35
mtaank-github/SURP_Project_2020,canadian institute for theoretical astrophysics,https://ror.org/0265wc016
sudo-August/pandas-homework,rice university,https://ror.org/008zs3103
MohabAlaa/Coursera-Into-to-embedded-system-S-D,university of colorado boulder,https://ror.org/02ttsq026
crecco61790/Game,suny new paltz.,https://ror.org/03j3dv688
egeozsoy/TrackR-CNN,google,https://ror.org/00njsd438
Dongolok/EconometricsAUCA,american university of central asia.,https://ror.org/03vvzk644
CarlosHRCardoso/Ultimate-Facebook-Scraper,facebook,https://ror.org/01zbnvs85
automathematical/EnterTheVoid,ghent university,https://ror.org/00cv9y106
clemsonMakerspace/CUmakeit,clemson university,https://ror.org/037s24f05
agoodkind/RUniteCS,rutgers,https://ror.org/00rcvgx40
mburyRR/Virtual-Tour,silesian university of technology.,https://ror.org/02dyjk442
mauropelucchi/sgi_workshop_2022,google,https://ror.org/00njsd438
jorge-sanz/tftp-client,university of valladolid.,https://ror.org/01fvbaw18
Data-to-Insight-Center/streaming-prov,indiana university bloomington.,https://ror.org/02k40bc56
tope96/scala,japanese institute of information technology,https://ror.org/01v542j61
andreperkins12/Ember,chapman university.,https://ror.org/0452jzg20
zeroknowledgediscovery/zcad,university of chicago,https://ror.org/024mw5h28
marcosebarreto/atyimo-h,federal university of bahia,https://ror.org/03k3p7647
prraoo/particle-collision,nvida,https://ror.org/03jdj4y14
atreyee-m/PhD-Thesis,indiana university,https://ror.org/01kg8sb98
itkovian/vsc-filesystems,ghent university,https://ror.org/00cv9y106
lsweeney15/Trivia-Game,university of miami,https://ror.org/02dgjyy92
medbus-umich/medbus-umich.github.io,university of michigan,https://ror.org/00jmfr291
enze-chen/splash_classes,stanford university.,https://ror.org/00f54p054
jeffreyxiong/sus-app,rice university,https://ror.org/008zs3103
UrfanAlvany/Programming-in-C-and-Cpp,jacobs university bremen.,https://ror.org/02yrs2n53
Alain-GitH/temples_prueba2,creative commons,https://ror.org/02ed4cj64
vonostrowski/vonostrowski.github.io,university of bremen,https://ror.org/04ers2y35
samatix/ml-asset-managers,apache,https://ror.org/052vnbj45
miami-acm/github-floss-tutorial,miami university,https://ror.org/05nbqxr67
fasrc/2015-08-19-Harvard,harvard university,https://ror.org/03vek6s52
viniciusd-avila/memorable-password-generator,summer institute of linguistics).,https://ror.org/00d57b563
nikhilpi-zz/ao-site,northwestern university.,https://ror.org/000e0be47
havanagrawal/c2c2018,mumbai university,https://ror.org/032hdk172
kenkainkane/Practicum-JediCar,kasetsart university,https://ror.org/05gzceg21
rouyerr/cs340,oregon state university,https://ror.org/00ysfqy60
wilcoxlab/wilcoxlab.github.io,leiden university.,https://ror.org/027bh9e22
kwaldenphd/Gephi-tutorial,grinnell college.,https://ror.org/04tmmky42
vgerak/Algorithms,national technical university of athens.,https://ror.org/03cx6bg69
RockLegend93/DTV_zapper,university of banja luka.,https://ror.org/0282m7c06
amadionix/algorithms,university of milan,https://ror.org/00wjc7c48
tallrye/swe573,bogazici university,https://ror.org/03z9tma90
konkuk-1006-lab/2020-winter,konkuk university.,https://ror.org/025h1m602
RageKingBanana/AR-with-quiz-TiP-SADproject,technological institute of the philippines,https://ror.org/02p79p790
OMARI1988/kinect2,university of bremen,https://ror.org/04ers2y35
scripts1988/qresto,google,https://ror.org/00njsd438
huembi/amazon-sagemaker-examples,amazon,https://ror.org/00b9ktm87
Lion-Hunter/Software-Engineering-2021,peter the great st. petersburg polytechnic university:,https://ror.org/02x91aj62
roedoejet/uoe_speech_processing_course,university of edinburgh,https://ror.org/01nrxwf90
samfu1994/thesis,shanghai jiao tong university.,https://ror.org/0220qvk04
kamrul4188/amyca_dev,national university of singapore,https://ror.org/01tgyzw49
r07922003/NTU,national taiwan university,https://ror.org/05bqach95
tojibon/awesome-web-developer,google,https://ror.org/00njsd438
joyfuI/klas-helper,kwangwoon university,https://ror.org/02e9zc863
Gyanesh-Samanta123/Oxford-Hack-2020,srm institute of science and technology,https://ror.org/050113w36
guoyudejin/SkrSkr,shanghaitech university.,https://ror.org/030bhh786
anujgeek/CpSc6160_Game_Mario,clemson university,https://ror.org/037s24f05
xdu-icpc/cp101,xidian university,https://ror.org/05s92vm98
USMC1941/CS416-Rutgers,rutgers university,https://ror.org/05vt9qd57
davidnov/eventStudy,university of chicago,https://ror.org/024mw5h28
Aethernite/Pizza-Shop,university of sofia,https://ror.org/02jv3k292
nishanthamms/comsoc,wellassa university.,https://ror.org/05mqkk958
ASETS/asetsMatlabLevelSets,imperial college london,https://ror.org/041kmwe10
andrewhw/VizThoughts,university of guelph.,https://ror.org/01r7awg59
GeorgePlukov/multithreading,mcmaster university.it,https://ror.org/02fa3aq29
nikvan/BreastCancerDiagnosis,university of iceland,https://ror.org/01db6h964
broadinstitute/hca-adapter-tools,broad institute,https://ror.org/05a0ya142
gfgb/nglod,sapienza university of rome,https://ror.org/02be6w209
siahw/aat3020-2022Spring,sogang university.,https://ror.org/056tn4839
rwth-acis/NodeTranscoder,rwth aachen university,https://ror.org/04xfq0f34
CraftingGamerTom/wsu-computer-science,worcester state university.,https://ror.org/04j8de466
sopra-fs21-group-08/sopra-fs21-group08-client,university of zurich,https://ror.org/02crff812
isaka-lumato/Capstone1,yıldız technical university,https://ror.org/0547yzj13
si-newby/panther,edinburgh university,https://ror.org/01nrxwf90
Kaeltis/Thurn-und-Taxis,mannheim university of applied sciences,https://ror.org/04p61dj41
lelderki/E07b-Procedural-Generation,indiana university,https://ror.org/01kg8sb98
ProsperousRF/Duke-U.-Java-Programming.-Recommendation-System,duke university,https://ror.org/00py81415
ltxom/phoible,max planck institute for the science of human history.,https://ror.org/05mjrzy91
mahdialikhasi/Advanced-Programming,isfahan university of technology,https://ror.org/00af3sa43
k4qe/viya-ark,sas institute,https://ror.org/01093z329
matthew-brett/uob-reproducibility,birmingham university,https://ror.org/03angcq70
Bgabri/Quantum-RNG,australian national university,https://ror.org/019wvm592
Jerry-zpl/Jerry-zpl,harbin institute of technology,https://ror.org/01yqg2h08
j00st/cpse2,university of applied sciences utrecht,https://ror.org/028z9kw20
chingchan1996/Understandable-Consensus-Algorithm,san jose state university,https://ror.org/04qyvz380
NumEconCopenhagen/projects-2020-anders-frederik,university of copenhagen.,https://ror.org/035b05819
usnistgov/3DScanningProject,national institute of standards and technology,https://ror.org/05xpvk416
sraaphorst/reedmuller-c,carleton university,https://ror.org/02qtvee93
MKupperman/MTH-351,oregon state university.,https://ror.org/00ysfqy60
josephine-meyer/gaussian-workbench,stanford university,https://ror.org/00f54p054
UrosOgrizovic/CelebCaption,university of novi sad](http://www.ftn.uns.ac.rs/n1199049776/software-engineering-and-information-technologies),https://ror.org/00xa57a59
chenqianben/Machine-Learning-Models,national taiwan university,https://ror.org/05bqach95
MahbodHastam/degoogle,google,https://ror.org/00njsd438
ZacharyNovack/Echo,carnegie mellon university.,https://ror.org/05x2bcf33
dansage/subsheets,google,https://ror.org/00njsd438
jonjunell/powerpoints,western washington university.,https://ror.org/05wn7r715
dhrumil29796/Dalhousie_University_CSCI5308_ASDC,dalhousie university.,https://ror.org/01e6qks80
sudhanvalalit/AI4NP,thomas jefferson national accelerator facility.,https://ror.org/02vwzrd76
NEUAI/neuthesis-bachelor-en-mac-xelatex,northeastern university,https://ror.org/02ahky613
azetlinjones/cryptopeg,carnegie mellon university,https://ror.org/05x2bcf33
eric-shaker/Drop-seq,google,https://ror.org/00njsd438
derekb63/OSU-thesis,oregon state university,https://ror.org/00ysfqy60
trittich/ebay-analysis,university of cologne,https://ror.org/00rcxh774
CUDenverPhysics/Classroom-Demonstrations,university of colorado denver,https://ror.org/02hh7en24
UBC-MDS/TransLink,university of british columbia,https://ror.org/03rmrcq20
Debo790/Geospatial2021,university of trento.,https://ror.org/05trd4x28
courses-at-nju-by-junma/problem-solving-class-tutorial,nanjing university,https://ror.org/01rxvg760
OBOAcademy/obook,critical path institute,https://ror.org/02mgtg880
langjeff/HW_01_codeRefactor,university of denver,https://ror.org/04w7skc03
dsp-uga/Catherine,university of georgia,https://ror.org/00te3t702
rdsk-ur/ur-mediathek-downloader,university of regensburg.,https://ror.org/01eezs655
bear-rsg/clic-calendar,university of birmingham,https://ror.org/03angcq70
sunsiche/DSCI522-2020-g22,university of british columbia.,https://ror.org/03rmrcq20
Teebusch/uio-carpentry.github.io,university of oslo,https://ror.org/01xtthb56
vloebel/react-portfolio,university of arizona,https://ror.org/03m2x1q45
