software_name,github_slug,ror_id,org_name,extraction_methods
Neuroscience Information Framework,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
Janelia Research,"",https://ror.org/006w34k90,Howard Hughes Medical Institute,human_curated
ESPript 2.2,"",https://ror.org/0019x5d05,Institute of Biology and Chemistry of Proteins,human_curated
Image Registration Toolkit,"",https://ror.org/041kmwe10,Imperial College London,by_name
ASTRAL Compendium for Sequence and Structure Analysis,"",https://ror.org/01an7q238,University of California,by_name
NetPhos,"",https://ror.org/04qtj9h94,Technical University of Denmark,by_name
Transeq,"",https://ror.org/010jaxs89,European Molecular Biology Laboratory,by_name
NCBI Structure: Cn3D,"",https://bio.tools/ncbi_resources,NCBI,human_curated
Graphical Overview of Linkage Disequilibrium,"",https://ror.org/00jmfr291,University of Michigan,by_name
Talairach Daemon,"",https://ror.org/02f6dcw23,University of Texas Health Science Center at San Antonio,human_curated
DaliLite Pairwise comparison of protein structures,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
Artemis: Genome Browser and Annotation Tool,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
I/OWA,"",https://ror.org/036jqmy94,University of Iowa,human_curated
GRAPPA: Genome Rearrangements Analysis under Parsimony and other Phylogenetic Algorithms,"",https://ror.org/05fs6jp91,University of New Mexico,human_curated
SeWeR - SEquence analysis using WEb Resources,"",https://ror.org/05shq4n12,Centre for Cellular and Molecular Biology,by_name
Computerized Anatomical Reconstruction and Editing Toolkit,"",https://ror.org/01yc7t268,Washington University School of Medicine in St. Louis,by_name
DAMBE,"",https://ror.org/03c4mmv16,University of Ottawa,by_name
Sequence Search and Alignment by Hashing Algorithm,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
Lipsia,"",https://ror.org/0387jng26,Max Planck Institute for Human Cognitive and Brain Sciences,by_name
Nonlinear time series analysis in a nutshell,"",https://ror.org/04n0g0b29,Pompeu Fabra University,human_curated
FMRISTAT - A general statistical analysis for fMRI data,"",https://ror.org/01pxwe438,McGill University,human_curated
AAL,"",https://ror.org/057qpr032,Bordeaux Segalen University,by_name
ARACHNE,"",https://ror.org/05a0ya142,Broad Institute,human_curated
 Globin Gene Server ,"",https://ror.org/04p491231,Pennsylvania State University,human_curated
PharmGKB,"",https://ror.org/00f54p054,Stanford University,human_curated
BrainSuite,"",http://www.nitrc.org/projects/birn,Biomedical Informatics Research Network,human_curated
Stanford TMA Software,"",https://ror.org/00f54p054,Stanford University,human_curated
dCAPS Finder,"",https://ror.org/021nxhr62,National Science Foundation,human_curated
SNPper,"",https://ror.org/02y3ad647,University of Florida,human_curated
sLORETA,"",https://ror.org/02crff812,University of Zurich,by_name
HAMMER Suite,"",https://ror.org/0130frc33,University of North Carolina at Chapel Hill,human_curated
Hierarchical Attribute Matching Mechanism for Elastic Registration,"",https://ror.org/00b30xv10,University of Pennsylvania,human_curated
Hammer And WML Modules for 3D Slicer,"",https://ror.org/0130frc33,University of North Carolina at Chapel Hill,human_curated
HADDOCK,"",https://ror.org/04pp8hn57,Utrecht University,by_name
Iterative Signature Algorithm,"",http://cran.r-project.org/mirrors.html,CRAN,human_curated
GeneMerge,"",https://ror.org/03vek6s52,Harvard University,human_curated
OligoArray,"",https://ror.org/00jmfr291,University of Michigan,by_name
3DViewnix,"",https://ror.org/00b30xv10,University of Pennsylvania,human_curated
SWISS-MODEL,"",https://ror.org/02s6k3f65,University of Basel,by_name
LONI Pipeline Processing Environment,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
WFU PickAtlas,"",https://ror.org/05g5fwv52,Wake Forest School of Medicine,by_name
OXBench,"",https://ror.org/03h2bxq36,University of Dundee,human_curated
VolumeRover,"",https://ror.org/00hj54h04,University of Texas at Austin,by_name
amide,"",https://ror.org/00f54p054,Stanford University,human_curated
SpikeNET,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
KineFold,"",https://ror.org/04t0gwh46,Curie Institute,by_name
DBSubLoc - Database of protein Subcellular Localization,"",https://ror.org/00zdnkx70,National Tsing Hua University,by_name
CSA - Catalytic Site Atlas,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
Parametric Time Warping,"",http://cran.r-project.org/mirrors.html,CRAN,human_curated
Extended Haplotype Homozygosity,"",https://ror.org/00cfam450,Helmholtz Center Munich,human_curated
Cluster,"",https://ror.org/01an7q238,University of California,by_name
 Genotype-IBD Sharing Test ,"",https://ror.org/02vm5rt34,Vanderbilt University,human_curated
ARB project,"",https://ror.org/02kkvpp62,Technical University of Munich,human_curated
PEDIGRAPH,"",https://ror.org/017zqws13,University of Minnesota Twin Cities,by_name
MUSCLE,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
NeuroSys Data Management System,"",https://ror.org/02w0trx84,Montana State University,human_curated
NeuroScholar,"",https://ror.org/03taz7m60,University of Southern California,human_curated
Weka,"",https://ror.org/013fsnh78,University of Waikato,human_curated
Ancestrymap,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
GeneWise,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
BestKeeper,"",https://ror.org/02kkvpp62,Technical University of Munich,human_curated
ProLinks Database of Functional Linkages,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
A statistical framework for genomic data fusion,"",https://ror.org/00cvxb145,University of Washington,human_curated
GlimmerHMM,"",https://ror.org/00za53h95,Johns Hopkins University,by_name
WEBLOGO,"",https://ror.org/01an7q238,University of California,by_name
Picky,"",https://ror.org/04rswrd78,Iowa State University,human_curated
DIALIGN,"",https://ror.org/02hpadn98,Bielefeld University,by_name
VISTA Browser,"",https://ror.org/02jbv0t02,Lawrence Berkeley National Laboratory,by_name
Karma,InformationIntegrationGroup/Web-Karma,https://ror.org/03taz7m60,University of Southern California,human_curated
Robetta,"",https://ror.org/00cvxb145,University of Washington,human_curated
BioRAT,"",https://ror.org/02jx3x895,University College London,human_curated
Atrophy Simulation Package,"",https://ror.org/00b30xv10,University of Pennsylvania,human_curated
STAPLE,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
MAxEntScan,"",https://ror.org/042nb2s44,Massachusetts Institute of Technology,human_curated
ExonScan Web Server,"",https://ror.org/042nb2s44,MIT,by_name
Haploview,"",https://ror.org/05a0ya142,Broad Institute,human_curated
LSQMAN,"",https://ror.org/048a87296,Uppsala University,by_name
TETRA,"",https://ror.org/02385fa51,Max Planck Institute for Marine Microbiology,human_curated
RNAhybrid,"",https://ror.org/02hpadn98,Bielefeld University,by_name
Osprey,"",https://ror.org/03yjb2x39,University of Calgary,human_curated
Bioconductor,"",https://www.fhcc.org/?_gl=1%2A1ewelpw%2A_ga%2AMTY0NDY4MTI0LjE2NTg5NDc1OTQ.%2A_ga_CMZTF4L2MS%2AMTY1ODk0NzU5NC4xLjEuMTY1ODk0ODUyNy4w,Fred Hutchinson Cancer Center,human_curated
COBrA,"",https://ror.org/01nrxwf90,University of Edinburgh,by_name
CGH-Explorer,"",https://ror.org/01xtthb56,University of Oslo,human_curated
X-Tile,"",https://ror.org/03v76x132,Yale University,by_name
GOdist,"",https://ror.org/03qxff017,Hebrew University of Jerusalem,by_name
Coot,"",https://ror.org/00tw3jy02,MRC Laboratory of Molecular Biology,human_curated
GOToolBox Functional Investigation of Gene Datasets,"",https://ror.org/03wyzt892,Center for Genomic Regulation,by_name
CLUSTAG,"",https://ror.org/0145fw131,Hong Kong Baptist University,by_name
Marker And Gene Interpolation and Correlation,"",https://ror.org/0220mzb33,King's College London,human_curated
FAS ESS web server,"",https://ror.org/042nb2s44,MIT,by_name
GMD,"",https://ror.org/01fbde567,Max Planck Institute of Molecular Plant Physiology,human_curated
HumanCyc: Encyclopedia of Homo sapiens Genes and Metabolism,"",https://ror.org/05s570m15,Stanford Research Institute International,by_name
LONI Debabeler,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
frappe,"",https://ror.org/03mtd9a03,Stanford University School of Medicine,human_curated
Exonerate,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
Acquisition and Analysis for Electron Tomography,"",https://ror.org/04py35477,Max Planck Institute of Biochemistry,by_name
GMAP,"",https://ror.org/04gndp242,Genentech,by_name
NIA Array Analysis,"",https://ror.org/049v75w11,National Institute on Aging,human_curated
PicTar,"",https://ror.org/04p5ggc03,Max Delbruck Center for Molecular Medicine,human_curated
CCPN Data Model,"",https://sourceforge.net/projects/ccpn/,Collaborative Computing Project for NMR,human_curated
Brain Decoder Toolbox,"",https://ror.org/01pe1d703,ATR,human_curated
Leginon,"",https://ror.org/02dxx6824,Scripps Research Institute,human_curated
M(at)CBETH,"",https://ror.org/05f950310,Catholic University of Leuven,by_name
OME - Open Microscopy Environment,"",https://ror.org/03h2bxq36,University of Dundee,human_curated
brainmap.org,"",https://ror.org/02f6dcw23,University of Texas Health Science Center at San Antonio,human_curated
Free-D,"",https://ror.org/05kpkpg04,INRA - French National Institute for Agricultural Research,by_name
RepeatScout,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
GERP,"",https://ror.org/00f54p054,Stanford University,human_curated
BiNGO: A Biological Networks Gene Ontology tool,"",https://ror.org/00cv9y106,Ghent University,by_name
ACT: Artemis Comparison Tool,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
InterProScan,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
tRNAscan-SE,"",https://ror.org/03s65by71,University of California at Santa Cruz,human_curated
NUTMEG,"",https://ror.org/043mz5j54,University of California at San Francisco,by_name
GeneCruiser,"",https://ror.org/05a0ya142,Broad Institute,human_curated
BAliBASE,"",https://ror.org/00pg6eq24,University of Strasbourg,by_name
An Integrated Multiple Structure Visualization and Multiple Sequence Alignment Application,"",https://ror.org/04t5xt781,Northeastern University,human_curated
Blast2GO,"",https://ror.org/05xr2yq54,Principe Felipe Research Centre,human_curated
Classifier Visualization in R,"",https://ror.org/01w19ak89,Max-Planck-Institute for Informatics,by_name
L2L Microarray Analysis Tool,"",https://ror.org/00cvxb145,University of Washington,human_curated
ProbeMaker,"",https://ror.org/048a87296,Uppsala University,by_name
Gene Set Enrichment Analysis,"",https://ror.org/05a0ya142,Broad Institute,human_curated
BioCyc,"",https://ror.org/05s570m15,Stanford Research Institute International,by_name
TMA-Combiner,"",https://ror.org/00f54p054,Stanford University,human_curated
Kalign,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
MicroGen,"",https://ror.org/01nffqt88,Polytechnic University of Milan,human_curated
Triplet-SVM,"",https://ror.org/03cve4549,Tsinghua University,by_name
MeGX,"",https://ror.org/02385fa51,Max Planck Institute for Marine Microbiology,human_curated
Charge Czar: Peptide charge state determination for low-resolution tandem mass spectra,"",https://ror.org/00cvxb145,University of Washington,human_curated
FARMS,"",https://ror.org/052r2xn60,Johannes Kepler University of Linz,human_curated
Computational Analysis of gene Family Evolution,hahnlab/CAFExp,https://ror.org/02k40bc56,Indiana University,human_curated
Short Time-series Expression Miner (STEM),"",https://ror.org/05x2bcf33,Carnegie Mellon University,by_name
LONI Visualization Tool,"",http://www.nitrc.org/projects/loni,Laboratory of Neuro Imaging,human_curated
MPScope,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
GTRACT,"",https://ror.org/036jqmy94,University of Iowa,human_curated
GenePattern,"",https://ror.org/05a0ya142,Broad Institute,human_curated
LAMP,"",https://ror.org/00jmfr291,University of Michigan,by_name
SNPSTATS,"",https://ror.org/021018s57,Autonomous University of Barcelona,by_name
Rankprop - Protein Ranking by Network Propagation,"",https://ror.org/00cvxb145,University of Washington,human_curated
ARACNE,"",https://ror.org/00hj8s172,Columbia University,human_curated
SABER,"",https://ror.org/03mtd9a03,Stanford University School of Medicine,human_curated
VAMP,"",https://ror.org/04t0gwh46,Curie Institute,by_name
PSEUDO,"",https://ror.org/00jmfr291,University of Michigan,by_name
Alien hunter,"",https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
Bio-Linux,"",https://ror.org/02b5d8509,Natural Environment Research Council,human_curated
DISULFIND,"",https://ror.org/04jr1s763,University of Florence,by_name
NCBI BLAST,"",https://bio.tools/ncbi_resources,NCBI,human_curated
TranscriptionDetector,"",https://ror.org/00hj8s172,Columbia University,human_curated
hyfi: software suite for binding site search,"",https://ror.org/00cvxb145,University of Washington,human_curated
Probalign,"",https://ror.org/05e74xb87,New Jersey Institute of Technology,human_curated
MEFIT,"",https://ror.org/00hx57361,Princeton University,by_name
"GOLEM An interactive, graphical gene-ontology visualization, navigation, and analysis tool","",https://ror.org/00hx57361,Princeton University,by_name
GeneTools,"",https://ror.org/05xg72x27,Norwegian University of Science and Technology,by_name
CGAT,"",https://ror.org/05q8wtt20,National Institute for Basic Biology,human_curated
WFU Biological Parametric Mapping Toolbox,"",https://ror.org/05g5fwv52,Wake Forest School of Medicine,by_name
PolyPhred,"",https://ror.org/00cvxb145,University of Washington,human_curated
Gene Ontology For Functional Analysis (GOFFA),"",https://ror.org/05jmhh281,National Center for Toxicological Research,human_curated
SubMito,"",https://ror.org/03cve4549,Tsinghua University,by_name
SODOCK,"",https://ror.org/00se2k293,National Chiao Tung University,by_name
Eigensoft,"",https://ror.org/03wevmz92,Harvard Medical School,human_curated
MAIA (Microarray Image Analysis),"",https://ror.org/04t0gwh46,Curie Institute,by_name
AMAP,"",https://ror.org/01an7q238,University of California,by_name
PsychoPy,"",https://ror.org/01ee9ar58,University of Nottingham,human_curated
Similarity Ensemble Approach,"",https://ror.org/043mz5j54,University of California at San Francisco,by_name
COBALT: Constraint-based Multiple Alignment Tool,"",https://bio.tools/ncbi_resources,NCBI,human_curated
GOTaxExplorer,"",https://ror.org/01w19ak89,Max-Planck-Institute for Informatics,by_name
FSST - Functional Similarity Search Tool,"",https://ror.org/01w19ak89,Max-Planck-Institute for Informatics,by_name
Slicer3 Module Rician noise filter,"",http://www.nitrc.org/projects/slicer,3D Slicer,human_curated
RT Image,"",https://ror.org/03mtd9a03,Stanford University School of Medicine,human_curated
Flybrain at Stanford,"",https://ror.org/00f54p054,Stanford University,human_curated
HMMSeg,"",https://ror.org/00cvxb145,University of Washington,human_curated
SAPRED,"",https://ror.org/02v51f717,Peking University,human_curated
Community Surface Dynamics Modeling System,"",https://ror.org/02ttsq026,University of Colorado Boulder,human_curated
XNAT - The Extensible Neuroimaging Archive Toolkit,"",https://ror.org/01yc7t268,Washington University School of Medicine in St. Louis,by_name
An efficient P300-based brain-computer interface for disabled subjects,"",https://ror.org/02s376052,Ecole Polytechnique Federale de Lausanne,by_name
RNAmmer,"",https://ror.org/04qtj9h94,Technical University of Denmark,by_name
LOMETS,"",https://ror.org/00jmfr291,University of Michigan,by_name
Primer3Plus,"",https://ror.org/04qw24q55,Wageningen University and Research Centre,by_name
MADELINE,"",https://ror.org/00jmfr291,University of Michigan,by_name
Asterias,"",https://ror.org/00bvhmc43,Spanish National Cancer Research Center,human_curated
SNAP - Effects of Single Amino Acid Substitutions on Protein Function,"",https://ror.org/00hj8s172,Columbia University,human_curated
OBO-Edit,"","http://bioportal.bioontology.org/ontologies/GO, https://bio.tools/go",Gene Ontology,human_curated
MRIcron,"",https://ror.org/03rtgjq94,University of South Carolina,human_curated
Onto-Express To Go (OE2GO),"",https://ror.org/01070mq45,Wayne State University,by_name
Gene Map Annotator and Pathway Profiler,"",https://ror.org/043mz5j54,University of California at San Francisco,by_name
FlyMine,"",https://ror.org/013meh722,University of Cambridge,human_curated
Coding Potential Calculator,"",https://ror.org/02v51f717,Peking University,human_curated
Patterns of Gene Expression in Drosophila Embryogenesis,"",http://www.bdgp.org/,Berkeley Drosophila Genome Project,human_curated
Protege,"",https://ror.org/03mtd9a03,Stanford University School of Medicine,human_curated
G*Power,"",https://ror.org/024z2rq82,Heinrich Heine University Dusseldorf,by_name
pFind,"",https://ror.org/034t30j35,Chinese Academy of Sciences,human_curated
PhenoGen Informatics,TabakoffLab/PhenogenCloud,https://ror.org/02hh7en24,University of Colorado Denver,human_curated
ILLUMINUS,wtsi-npg/Illuminus,https://ror.org/05cy4wa09,Wellcome Trust Sanger Institute,human_curated
MAUDS,"",https://ror.org/036b2ww28,University of Malaga,human_curated
DichroWeb,"",https://ror.org/04cw6st05,University of London,by_name
Epik,"",https://ror.org/05a3z6914,Schrodinger,human_curated
Allopathfinder,"","https://doi.org/10.17616/R3QJ4B, https://doi.org/10.17616/r3qj4b, https://doi.org/10.18735/, https://dx.doi.org/10.18735/",Simtk.org,human_curated
SHARCGS,"",https://ror.org/03ate3e03,Max Planck Institute for Molecular Genetics,by_name
FMRIpower,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
PennCNV,"",https://ror.org/00b30xv10,University of Pennsylvania,human_curated
BEAGLE,"",https://ror.org/00cvxb145,University of Washington,human_curated
PBmice,"",https://ror.org/013q1eq08,Fudan University,human_curated
NeuriteTracer,"",https://ror.org/01pxwe438,McGill University,human_curated
MindSeer,"",https://ror.org/00cvxb145,University of Washington,human_curated
HYDEN,"",https://ror.org/04mhzgx49,Tel Aviv University,by_name
CBioC,"",https://ror.org/03efmqc40,Arizona State University,by_name
Percolator: Semi-supervised learning for peptide identification from shotgun proteomics datasets,"",https://ror.org/00cvxb145,University of Washington,human_curated
EULER-SR,"",https://ror.org/0168r3w48,University of California at San Diego,by_name
LTRharvest,"",https://ror.org/00g30e956,University of Hamburg,by_name
miRNAminer,"",https://ror.org/042nb2s44,Massachusetts Institute of Technology,human_curated
SET,"",https://ror.org/003xdw211,National Yang-Ming University,by_name
SOAP,"",https://ror.org/045pn2j94,BGI,by_name
Standalone hamming,"",https://ror.org/02ttsq026,University of Colorado Boulder,human_curated
TurboReg,"",https://ror.org/02s376052,Ecole Polytechnique Federale de Lausanne,by_name
Anne O'Tate,"",https://ror.org/02mpq6x41,University of Illinois at Chicago,human_curated
CARMA,"",https://ror.org/02hpadn98,Bielefeld University,by_name
Taverna,"",https://ror.org/027m9bs27,University of Manchester,human_curated
Velvet,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
GOHyperGAll,"",https://ror.org/03nawhv43,University of California at Riverside,human_curated
Efficient Mixed-Model Association,"",https://ror.org/046rm7j60,University of California at Los Angeles,human_curated
ENIGMA,"",https://ror.org/00cv9y106,Ghent University,by_name
MazeSuite,"",https://ror.org/04bdffz58,Drexel University,human_curated
BLASTatlas - Mapping of whole genome homology,"",https://ror.org/04qtj9h94,Technical University of Denmark,by_name
BiblioSpec,"",https://ror.org/00cvxb145,University of Washington,human_curated
Glide,"",https://ror.org/05a3z6914,Schrodinger,human_curated
CoPub,"",https://ror.org/01r0k6965,Netherlands Bioinformatics Centre,human_curated
BRAID,"",https://ror.org/00b30xv10,University of Pennsylvania,human_curated
Ontology Lookup Service,"",https://ror.org/02catss52,European Bioinformatics Institute,human_curated
OSA,"",https://ror.org/00py81415,Duke University,by_name
Crux tandem mass spectrometry analysis software,"",https://ror.org/00cvxb145,University of Washington,human_curated
ReMoto,"",https://ror.org/036rp1748,University of Sao Paulo,human_curated
TileQC,"",https://ror.org/00ysfqy60,Oregon State University,human_curated
iTools,"",http://www.nitrc.org/projects/loni,Laboratory of Neuro Imaging,human_curated
Ontologizer,"",https://ror.org/001w7jn25,Charite - Universitatsmedizin Berlin,by_name
EagleView,"",https://ror.org/00j4k1h63,National Institute of Environmental Health Sciences,human_curated
TARDIS,"",https://ror.org/02bfwt286,Monash University,by_name
Spatial Analysis 3D,"",https://ror.org/02t274463,University of California at Santa Barbara,human_curated
FMA,"",https://ror.org/00cvxb145,University of Washington,human_curated
SeqMap,"",https://ror.org/00jmfr291,University of Michigan,by_name
FACTA+.,"",http://www.force11.org/node/4703,National Centre for Text Mining,human_curated
BIRDSUITE,"",https://ror.org/05a0ya142,Broad Institute,human_curated
MACS,macs3-project/MACS,https://ror.org/02jzgtq86,Dana-Farber Cancer Institute,human_curated
N-Browse,"",https://ror.org/0190ak572,New York University,human_curated
ConTrack,"","https://doi.org/10.17616/R3QJ4B, https://doi.org/10.17616/r3qj4b, https://doi.org/10.18735/, https://dx.doi.org/10.18735/",Simtk.org,human_curated
genBlastA,"",https://ror.org/0213rcc28,Simon Fraser University,human_curated
Pecan,benedictpaten/pecan,https://ror.org/03s65by71,University of California at Santa Cruz,human_curated
BioCaster,"",https://ror.org/04ksd4g47,National Institute of Informatics,by_name
QGene,"",https://ror.org/05p1j8758,Kansas State University,human_curated
