software_name,github_slug,ror_id,extraction_methods
cerfacs-globc/icclim,cerfacs-globc/icclim,https://ror.org/02dzbc556,url_matches
cerfacs-globc/icclim,cerfacs-globc/icclim,https://ror.org/05t8ct211,url_matches
CESNET/ipfixcol2,CESNET/ipfixcol2,https://ror.org/050dkka69,url_matches
CESNET/ipfixprobe,CESNET/ipfixprobe,https://ror.org/050dkka69,url_matches
CFSAN-Biostatistics/snp-pipeline,CFSAN-Biostatistics/snp-pipeline,https://ror.org/007x9se63,url_matches
CFSAN-Biostatistics/snp-pipeline,CFSAN-Biostatistics/snp-pipeline,https://ror.org/00yf3tm42,url_matches
CFSAN-Biostatistics/snp-pipeline,CFSAN-Biostatistics/snp-pipeline,https://ror.org/02nr3fr97,url_matches
CFSAN-Biostatistics/snp-pipeline,CFSAN-Biostatistics/snp-pipeline,https://ror.org/02y55wr53,url_matches
CFSAN-Biostatistics/snp-pipeline,CFSAN-Biostatistics/snp-pipeline,https://ror.org/034xvzb47,url_matches
CFSAN-Biostatistics/snp-pipeline,CFSAN-Biostatistics/snp-pipeline,https://ror.org/05hzdft06,url_matches
CFSAN-Biostatistics/snp-pipeline,CFSAN-Biostatistics/snp-pipeline,https://ror.org/05jmhh281,url_matches
chanzuckerberg/cellxgene,chanzuckerberg/cellxgene,https://ror.org/02qenvm24,url_matches
chanzuckerberg/MedMentions,chanzuckerberg/MedMentions,https://ror.org/02qenvm24,url_matches
charles9n/bert-sklearn,charles9n/bert-sklearn,https://ror.org/04wt43v05,url_matches
chrispiech/DeepKnowledgeTracing,chrispiech/DeepKnowledgeTracing,https://ror.org/00f54p054,url_matches
cisco/joy,cisco/joy,https://ror.org/02af0qw97,url_matches
cisco/joy,cisco/joy,https://ror.org/03yt1ez60,url_matches
cisco/joy,cisco/joy,https://ror.org/058es3q19,url_matches
cisco/openh264,cisco/openh264,https://ror.org/02af0qw97,url_matches
cisco/openh264,cisco/openh264,https://ror.org/03yt1ez60,url_matches
cisco/openh264,cisco/openh264,https://ror.org/058es3q19,url_matches
CitrineInformatics/lolo,CitrineInformatics/lolo,https://ror.org/04wka5f51,url_matches
cmccully/lacosmicx,cmccully/lacosmicx,https://ror.org/02ar7h206,url_matches
cogsys-tuebingen/uninas,cogsys-tuebingen/uninas,https://ror.org/01kkkw551,url_matches
cogsys-tuebingen/uninas,cogsys-tuebingen/uninas,https://ror.org/03a1kwz48,url_matches
Consensys/gnark,Consensys/gnark,https://ror.org/01a2p6r88,url_matches
Consensys/mythril,Consensys/mythril,https://ror.org/01a2p6r88,url_matches
Consensys/quorum-docs,Consensys/quorum-docs,https://ror.org/01a2p6r88,url_matches
Consensys/quorum,Consensys/quorum,https://ror.org/01a2p6r88,url_matches
Consensys/Tokens,Consensys/Tokens,https://ror.org/01a2p6r88,url_matches
CornellLabofOrnithology/auk,CornellLabofOrnithology/auk,https://ror.org/00k86w020,url_matches
CPqD/ofsoftswitch13,CPqD/ofsoftswitch13,https://ror.org/00ej99c12,url_matches
criteo-research/pytorch-ada,criteo-research/pytorch-ada,https://ror.org/04vyg0r47,url_matches
criteo-research/reco-gym,criteo-research/reco-gym,https://ror.org/04vyg0r47,url_matches
CrossRef/rest-api-doc,CrossRef/rest-api-doc,https://ror.org/02twcfp32,url_matches
crs4/AtlantaNet,crs4/AtlantaNet,https://ror.org/03jdxdk20,url_matches
crs4/SliceNet,crs4/SliceNet,https://ror.org/03jdxdk20,url_matches
csiro-robotics/Uncertainty-LPR,csiro-robotics/Uncertainty-LPR,https://ror.org/041v1ea26,url_matches
cstb/citygml-energy,cstb/citygml-energy,https://ror.org/02fsd1928,url_matches
CVRL/RaspberryPiOpenSourceIris,CVRL/RaspberryPiOpenSourceIris,https://ror.org/00mkhxb43,url_matches
cybergalactic/MSS,cybergalactic/MSS,https://ror.org/01tvrq624,url_matches
cybergalactic/MSS,cybergalactic/MSS,https://ror.org/05xg72x27,url_matches
danforthcenter/plantcv,danforthcenter/plantcv,https://ror.org/000cyem11,url_matches
dasarpmar/lowerbounds-survey,dasarpmar/lowerbounds-survey,https://ror.org/03ht1xw27,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/001dd4s60,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/00d0nc645,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/00eqfbw40,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/00hc2mf91,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/015drfm81,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/017fqk185,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/01nehjf29,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/01rw27z95,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/01x21tj82,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/03819cc96,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/03jtz4s80,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/03zryq964,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/04ww0w091,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/04xhxg104,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/05168yk81,url_matches
dasebe/optimalwebcaching,dasebe/optimalwebcaching,https://ror.org/0521n7n83,url_matches
dcmocanu/sparse-evolutionary-artificial-neural-networks,dcmocanu/sparse-evolutionary-artificial-neural-networks,https://ror.org/036x5ad56,url_matches
Deltares/Wflow.jl,Deltares/Wflow.jl,https://ror.org/01deh9c76,url_matches
dennybritz/cnn-text-classification-tf,dennybritz/cnn-text-classification-tf,https://ror.org/04wt43v05,url_matches
dennybritz/reinforcement-learning,dennybritz/reinforcement-learning,https://ror.org/04wt43v05,url_matches
DerwenAI/pytextrank,DerwenAI/pytextrank,https://ror.org/05rgcq579,url_matches
descarteslabs/DL-COVID-19,descarteslabs/DL-COVID-19,https://ror.org/05a9ar681,url_matches
DFKI-NLP/tacrev,DFKI-NLP/tacrev,https://ror.org/01ayc5b57,url_matches
DFKI-NLP/thermostat,DFKI-NLP/thermostat,https://ror.org/01ayc5b57,url_matches
DLR-RY/TwoPhaseFlow,DLR-RY/TwoPhaseFlow,https://ror.org/04bwf3e34,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/001dd4s60,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/00d0nc645,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/00eqfbw40,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/00hc2mf91,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/015drfm81,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/017fqk185,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/01nehjf29,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/01rw27z95,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/01x21tj82,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/03819cc96,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/03jtz4s80,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/03zryq964,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/04ww0w091,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/04xhxg104,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/05168yk81,url_matches
doc-analysis/DocBank,doc-analysis/DocBank,https://ror.org/0521n7n83,url_matches
doc-analysis/TableBank,doc-analysis/TableBank,https://ror.org/001dd4s60,url_matches
doc-analysis/TableBank,doc-analysis/TableBank,https://ror.org/00d0nc645,url_matches
doc-analysis/TableBank,doc-analysis/TableBank,https://ror.org/00eqfbw40,url_matches
doc-analysis/TableBank,doc-analysis/TableBank,https://ror.org/00hc2mf91,url_matches
doc-analysis/TableBank,doc-analysis/TableBank,https://ror.org/015drfm81,url_matches
doc-analysis/TableBank,doc-analysis/TableBank,https://ror.org/017fqk185,url_matches
