mention_id,mention,DOI,PMID,ROR_ID,github_slug
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/02vjkv261,
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/00pg6eq24,
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/02feahw73,
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/03s65by71,
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/05591te55,
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/02catss52,
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/050589e39,
SM4911,CLUSTAL Omega,10.1038/msb.2011.75,21988835,https://ror.org/05k8wg936,
SM873,CLUSTALW,10.1093/nar/22.22.4673,7984417,https://ror.org/050589e39,
SM4917,FastME,10.1089/106652702761034136,12487758,https://ror.org/02meqm098,RuneBlaze/FastME
SM4917,FastME,10.1089/106652702761034136,12487758,https://ror.org/013yean28,RuneBlaze/FastME
SM4917,FastME,10.1089/106652702761034136,12487758,https://ror.org/01cwqze88,RuneBlaze/FastME
SM4922,PAML,10.1093/molbev/msm088,17483113,https://ror.org/02jx3x895,HLTCHKUST/PAML
SM4924,PAML package,10.1093/molbev/msm088,17483113,https://ror.org/02jx3x895,
SM4925,DAMBE,10.1093/jhered/92.4.371,11535656,https://ror.org/02zhqgq86,
SM4936,RNA22,10.1016/j.cell.2006.07.031,16990141,https://ror.org/04drvxt59,
SM4936,RNA22,10.1016/j.cell.2006.07.031,16990141,https://ror.org/0265w5591,
SM4936,RNA22,10.1016/j.cell.2006.07.031,16990141,https://ror.org/03vek6s52,
SM4936,RNA22,10.1016/j.cell.2006.07.031,16990141,https://ror.org/05k8wg936,
SM553,BLASTN,,2231712,https://ror.org/02meqm098,movingpictures83/BLASTN
SM553,BLASTN,,2231712,https://ror.org/04p491231,movingpictures83/BLASTN
SM553,BLASTN,,2231712,https://ror.org/03m2x1q45,movingpictures83/BLASTN
SM553,BLASTN,,2231712,https://ror.org/01cwqze88,movingpictures83/BLASTN
SM1518,AUTODOCK,10.1002/jcc.21256,19399780,https://ror.org/02dxx6824,
SM1518,AUTODOCK,10.1002/jcc.21256,19399780,https://ror.org/0168r3w48,
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/00te3t702,CAMI-challenge/AMBER
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/04cvxnb49,CAMI-challenge/AMBER
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/02dxx6824,CAMI-challenge/AMBER
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/04p491231,CAMI-challenge/AMBER
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/04gyf1771,CAMI-challenge/AMBER
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/00j4k1h63,CAMI-challenge/AMBER
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/05qghxh33,CAMI-challenge/AMBER
SM2751,AMBER,10.1002/jcc.20290,16200636,https://ror.org/03r0ha626,CAMI-challenge/AMBER
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/056d84691,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/04rq5mt64,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/012pb6c26,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/01cwqze88,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/03vek6s52,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/00pg6eq24,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/02gaw1s20,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/024mw5h28,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/00jmfr291,N-Lawan/CHARMM
SM1191,CHARMM,10.1002/jcc.21287,19444816,https://ror.org/046865y68,N-Lawan/CHARMM
SM587,GROMACS,10.1016/j.softx.2015.06.001,,https://ror.org/01qz5mb56,aar2163/GROMACS
SM587,GROMACS,10.1016/j.softx.2015.06.001,,https://ror.org/026vcq606,aar2163/GROMACS
SM587,GROMACS,,16211538,https://ror.org/012p63287,aar2163/GROMACS
SM587,GROMACS,10.1016/j.softx.2015.06.001,,https://ror.org/020f3ap87,aar2163/GROMACS
SM587,GROMACS,,16211538,https://ror.org/00sb7hc59,aar2163/GROMACS
SM587,GROMACS,,16211538,https://ror.org/048a87296,aar2163/GROMACS
SM587,GROMACS,10.1016/j.softx.2015.06.001,,https://ror.org/04ev03g22,aar2163/GROMACS
SM587,GROMACS,10.1016/j.softx.2015.06.001,16211538,https://ror.org/05f0yaq80,aar2163/GROMACS
SM1346,UCHIME,10.1093/bioinformatics/btr381,21700674,https://ror.org/05a0ya142,
SM1346,UCHIME,10.1093/bioinformatics/btr381,21700674,https://ror.org/00vtgdb53,
SM1346,UCHIME,10.1093/bioinformatics/btr381,21700674,https://ror.org/02ttsq026,
SM5066,Cutadapt,,28715235,https://ror.org/02qeyb550,
SM5066,Cutadapt,,28715235,https://ror.org/04t2ss102,
SM5066,Cutadapt,,28715235,https://ror.org/02frkq021,
SM5066,Cutadapt,,28715235,https://ror.org/00gmz2d02,
SM5066,Cutadapt,10.14806/ej.17.1.200,,https://ror.org/01k97gp34,
SM5066,Cutadapt,10.14806/ej.17.1.200,,https://ror.org/05h1bjp83,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/01yc7t268,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/019wvm592,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/006w34k90,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/0264fdx42,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/05bnh6r87,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/00b30xv10,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/00bdqav06,
SM853,QIIME,10.1038/nmeth.f.303,20383131,https://ror.org/02ttsq026,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/05m7pjf47,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/0015ws592,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/029chgv08,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/02vjkv261,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/00pg6eq24,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/02feahw73,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/03s65by71,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/05591te55,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/02catss52,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/050589e39,
SM1042,Clustal Omega,10.1038/msb.2011.75,21988835,https://ror.org/05k8wg936,
SM1415,SPAdes,10.1089/cmb.2012.0021,22506599,https://ror.org/0168r3w48,
SM1415,SPAdes,10.1089/cmb.2012.0021,22506599,https://ror.org/030h9s280,
SM1415,SPAdes,10.1089/cmb.2012.0021,22506599,https://ror.org/02b6qw903,
SM1415,SPAdes,10.1089/cmb.2012.0021,22506599,https://ror.org/05ne3s142,
SM5077,Roary,10.1093/bioinformatics/btv421,26198102,https://ror.org/02wn5qz54,sanger-pathogens/Roary
SM5077,Roary,10.1093/bioinformatics/btv421,26198102,https://ror.org/013meh722,sanger-pathogens/Roary
SM5077,Roary,10.1093/bioinformatics/btv421,26198102,https://ror.org/05cy4wa09,sanger-pathogens/Roary
SM5077,Roary,10.1093/bioinformatics/btv421,26198102,https://ror.org/053fq8t95,sanger-pathogens/Roary
SM711,BRIG,10.1186/1471-2164-12-402,21824423,https://ror.org/00rqy9422,
SM699,ProSA,10.1093/nar/gkm290,17517781,https://ror.org/05gs8cd61,
SM1412,MEGA X,10.1093/molbev/msy096,29722887,https://ror.org/00kx1jb78,
SM1412,MEGA X,10.1093/molbev/msy096,29722887,https://ror.org/02ma4wv74,
SM1412,MEGA X,10.1093/molbev/msy096,29722887,https://ror.org/00ws30h19,
SM5090,BLAST Ring Image Generator (BRIG),10.1186/1471-2164-12-402,21824423,https://ror.org/00rqy9422,
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/05njb9z20,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/01e6qks80,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/03rmrcq20,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/04raf6v53,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/017zqws13,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/0072zz521,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/00d7xrm67,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/05fs6jp91,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/01a77tt86,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/00jmfr291,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/05ect4e57,mothur/mothur
SM5122,mothur,10.1128/aem.01541-09,19801464,https://ror.org/01f5ytq51,mothur/mothur
SM5127,Circlator,10.1186/s13059-015-0849-0,26714481,https://ror.org/05cy4wa09,movingpictures83/Circlator
SM5135,Calypso,10.1093/bioinformatics/btw725,28025202,https://ror.org/01v5xwf23,pharo-ide/Calypso
SM5135,Calypso,10.1093/bioinformatics/btw725,28025202,https://ror.org/00rqy9422,pharo-ide/Calypso
SM5135,Calypso,10.1093/bioinformatics/btw725,28025202,https://ror.org/004y8wk30,pharo-ide/Calypso
SM5133,USEARCH,10.1093/bioinformatics/btq461,20709691,https://ror.org/00wns3e34,
SM5155,CD-HIT-EST,10.1093/bioinformatics/btl158,16731699,https://ror.org/03m1g2s55,
SM5155,CD-HIT-EST,10.1093/bioinformatics/btl158,16731699,https://ror.org/05y2m0c09,
SM5173,ISOMAP,10.1126/science.290.5500.2319,11125149,https://ror.org/05x2bcf33,Amoozegar/ISOMAP
SM5173,ISOMAP,10.1126/science.290.5500.2319,11125149,https://ror.org/00f54p054,Amoozegar/ISOMAP
SM4508,FSL,10.1016/j.neuroimage.2004.07.051,15501092,https://ror.org/0172mzb45,yinuoba/FSL
SM4508,FSL,10.1016/j.neuroimage.2004.07.051,15501092,https://ror.org/0080acb59,yinuoba/FSL
SM4508,FSL,10.1016/j.neuroimage.2004.07.051,15501092,https://ror.org/01tevnk56,yinuoba/FSL
SM4508,FSL,10.1016/j.neuroimage.2004.07.051,15501092,https://ror.org/052gg0110,yinuoba/FSL
SM5329,Census,,14993899,https://ror.org/043jzw605,
SM5329,Census,,14993899,https://ror.org/05cy4wa09,
SM3728,GeoDa,10.1111/j.0016-7363.2005.00671.x,,https://ror.org/00apj8t60,
SM3728,GeoDa,10.1111/j.0016-7363.2005.00671.x,,https://ror.org/047426m28,
SM1148,MAFFT,10.1093/molbev/mst010,23329690,https://ror.org/035t8zc32,
SM1148,MAFFT,10.1093/molbev/mst010,23329690,https://ror.org/01703db54,
SM7852,Biopython,10.1093/bioinformatics/btp163,19304878,https://ror.org/03svjbs84,
SM7852,Biopython,10.1093/bioinformatics/btp163,19304878,https://ror.org/014g34x36,
SM7852,Biopython,10.1093/bioinformatics/btp163,19304878,https://ror.org/038t36y30,
SM7852,Biopython,10.1093/bioinformatics/btp163,19304878,https://ror.org/013czdx64,
SM7852,Biopython,10.1093/bioinformatics/btp163,19304878,https://ror.org/04bct7p84,
SM648,FastQC,10.1093/bioinformatics/btx373,28605449,https://ror.org/05h992307,s-andrews/FastQC
SM8347,clustalw,10.1093/bioinformatics/btm404,17846036,https://ror.org/02catss52,openbiosd/clustalw
SM8347,clustalw,10.1093/bioinformatics/btm404,17846036,https://ror.org/05m7pjf47,openbiosd/clustalw
SM8347,clustalw,10.1093/bioinformatics/btm404,17846036,https://ror.org/03mstc592,openbiosd/clustalw
SM3639,ggtree,,30351396,https://ror.org/01a099706,YuLab-SMU/ggtree
SM3639,ggtree,,30351396,https://ror.org/04xfsbk97,YuLab-SMU/ggtree
SM3639,ggtree,10.1111/2041-210x.12628,30351396,https://ror.org/02zhqgq86,YuLab-SMU/ggtree
SM3639,ggtree,,30351396,https://ror.org/01vjw4z39,YuLab-SMU/ggtree
SM1034,Chimera,10.1002/jcc.20084,15264254,https://ror.org/043mz5j54,tokyoneon/Chimera
SM602,MODELLER,10.1006/jmbi.1993.1626,8254673,https://ror.org/02mb95055,
SM6828,Jalview,10.1093/bioinformatics/btp033,19151095,https://ror.org/03h2bxq36,
SM6828,Jalview,10.1093/bioinformatics/btp033,19151095,https://ror.org/05a0ya142,
SM993,Dendroscope,10.1186/1471-2105-8-460,18034891,https://ror.org/03a1kwz48,
SM642,Prokka,10.1093/bioinformatics/btu153,24642063,https://ror.org/02bfwt286,movingpictures83/Prokka
SM642,Prokka,10.1093/bioinformatics/btu153,24642063,https://ror.org/05gkzhv48,movingpictures83/Prokka
SM8346,PhyloPhlAn,10.1038/ncomms3304,23942190,https://ror.org/05qwgg493,kumar2501/PhyloPhlAn
SM8346,PhyloPhlAn,10.1038/ncomms3304,23942190,https://ror.org/05trd4x28,kumar2501/PhyloPhlAn
SM8346,PhyloPhlAn,10.1038/ncomms3304,23942190,https://ror.org/03vek6s52,kumar2501/PhyloPhlAn
SM8346,PhyloPhlAn,10.1038/ncomms3304,23942190,https://ror.org/05a0ya142,kumar2501/PhyloPhlAn
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/03q21mh05,
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/0011qv509,
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/03r10zj06,
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/03chnr738,
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/024mw5h28,
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/03m1g2s55,
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/05gvnxz63,
SM652,RAST,10.1186/1471-2164-9-75,18261238,https://ror.org/047426m28,
SM7217,PHASTER,10.1093/nar/gkw387,27141966,https://ror.org/0160cpw27,
SM7217,PHASTER,10.1093/nar/gkw387,27141966,https://ror.org/05c0g2426,
SM857,FastTree,10.1371/journal.pone.0009490,20224823,https://ror.org/01an7q238,PavelTorgashov/FastTree
SM857,FastTree,10.1371/journal.pone.0009490,20224823,https://ror.org/02jbv0t02,PavelTorgashov/FastTree
SM1216,iTOL,10.1093/nar/gkw290,27095192,https://ror.org/01r8nn991,iBiology/iTOL
SM1216,iTOL,10.1093/nar/gkw290,27095192,https://ror.org/04p5ggc03,iBiology/iTOL
SM1216,iTOL,10.1093/nar/gkw290,27095192,https://ror.org/050589e39,iBiology/iTOL
SM1216,iTOL,10.1093/nar/gkw290,27095192,https://ror.org/00fbnyb24,iBiology/iTOL
SM651,Quast,10.1093/bioinformatics/btt086,23422339,https://ror.org/0168r3w48,lolzyman/Quast
SM651,Quast,10.1093/bioinformatics/btt086,23422339,https://ror.org/05ne3s142,lolzyman/Quast
SM5912,DESeq2,10.1186/s13059-014-0550-8,25516281,https://ror.org/03ate3e03,mikelove/DESeq2
SM5912,DESeq2,10.1186/s13059-014-0550-8,25516281,https://ror.org/05qwgg493,mikelove/DESeq2
SM5912,DESeq2,10.1186/s13059-014-0550-8,25516281,https://ror.org/03mstc592,mikelove/DESeq2
SM5912,DESeq2,10.1186/s13059-014-0550-8,25516281,https://ror.org/02jzgtq86,mikelove/DESeq2
SM6532,edgeR,10.1093/bioinformatics/btp616,19910308,https://ror.org/01b3dvp57,
SM6532,edgeR,10.1093/bioinformatics/btp616,19910308,https://ror.org/01b6kha49,
SM8444,EBSeq,10.1093/bioinformatics/btt087,23428641,https://ror.org/05cb4rb43,lengning/EBSeq
SM8444,EBSeq,10.1093/bioinformatics/btt087,23428641,https://ror.org/01y2jtd41,lengning/EBSeq
SM644,PATRIC,10.1093/nar/gkw1017,27899627,https://ror.org/02smfhw86,
SM644,PATRIC,10.1093/nar/gkw1017,27899627,https://ror.org/03ymdxs56,
SM644,PATRIC,10.1093/nar/gkw1017,27899627,https://ror.org/024mw5h28,
SM644,PATRIC,10.1093/nar/gkw1017,27899627,https://ror.org/05gvnxz63,
SM644,PATRIC,10.1093/nar/gkw1017,27899627,https://ror.org/047426m28,
SM8427,Miniasm,10.1093/bioinformatics/btw152,27153593,https://ror.org/05a0ya142,
SM6257,Swiss-Model,10.1093/nar/gku340,24782522,https://ror.org/002n09z45,
SM6257,Swiss-Model,10.1093/nar/gku340,24782522,https://ror.org/02s6k3f65,
SM8526,Interactive Tree of Life (iTOL),10.1093/nar/gkz239,30931475,https://ror.org/04wfr2810,
SM8526,Interactive Tree of Life (iTOL),10.1093/nar/gkz239,30931475,https://ror.org/01r8nn991,
SM8532,SourceTracker,10.1038/nmeth.1650,21765408,https://ror.org/006w34k90,mfduar8766/SourceTracker
SM8532,SourceTracker,10.1038/nmeth.1650,21765408,https://ror.org/0264fdx42,mfduar8766/SourceTracker
SM8532,SourceTracker,10.1038/nmeth.1650,21765408,https://ror.org/00b30xv10,mfduar8766/SourceTracker
SM8532,SourceTracker,10.1038/nmeth.1650,21765408,https://ror.org/02ttsq026,mfduar8766/SourceTracker
SM6260,Prodigal,10.1186/1471-2105-11-119,20211023,https://ror.org/04xm1d337,hyattpd/Prodigal
SM6260,Prodigal,10.1186/1471-2105-11-119,20211023,https://ror.org/01qz5mb56,hyattpd/Prodigal
SM6260,Prodigal,10.1186/1471-2105-11-119,20211023,https://ror.org/020f3ap87,hyattpd/Prodigal
SM665,bowtie2,10.1038/nmeth.1923,22388286,https://ror.org/047s2c258,BenLangmead/bowtie2
SM665,bowtie2,10.1038/nmeth.1923,22388286,https://ror.org/037zgn354,BenLangmead/bowtie2
SM665,bowtie2,10.1038/nmeth.1923,22388286,https://ror.org/00za53h95,BenLangmead/bowtie2
SM782,BWA,10.1093/bioinformatics/btp324,,https://ror.org/05cy4wa09,
SM6316,Rockhopper,10.1093/nar/gkt444,23716638,https://ror.org/05qwgg493,MachineryScience/Rockhopper
SM638,blastp,,2231712,https://ror.org/02meqm098,
SM638,blastp,,2231712,https://ror.org/04p491231,
SM638,blastp,,2231712,https://ror.org/03m2x1q45,
SM638,blastp,,2231712,https://ror.org/01cwqze88,
SM6987,JSpeciesWS,10.1093/bioinformatics/btv681,26576653,https://ror.org/02385fa51,
SM6987,JSpeciesWS,10.1093/bioinformatics/btv681,26576653,https://ror.org/02b08tk40,
SM6987,JSpeciesWS,10.1093/bioinformatics/btv681,26576653,https://ror.org/02e9dby02,
SM6987,JSpeciesWS,10.1093/bioinformatics/btv681,26576653,https://ror.org/02yrs2n53,
SM6987,JSpeciesWS,10.1093/bioinformatics/btv681,26576653,https://ror.org/01gdx5384,
